Point_A,Point_B,Height_Difference,Distance,Num_Across,Difference_Between_BF,Date_Measured,Name_File,Source,File
10771,3145,-30.44288,5042,121,4.58,0,temp,3728,0020_10771-3145.rez
213A1,3100,5.14609,1507,30,-1.07,0,temp,1998-r1,0206_213A1-3100.rez
213A1,6016,0.19514,3852,76,0.25,0,temp,3728,0207_213A1-6016.rez
213A1,6015,-33.08843,3029,74,-1.24,0,temp,1998-r1,0208_213A1-6015.rez
213A1,6015,-33.12163,3014,65,3.52,0,temp,3728,0209_213A1-6015.rez
10771,3145,-30.43934,5640,98,-1.99,0,temp,1998-r2,0021_10771-3145.rez
1079,2481W,-1.40975,3860,86,3.44,0,temp,1998-r2,0022_1079-2481W.rez
1079,2481W,-1.36692,3943,101,0.71,0,temp,3728,0023_1079-2481W.rez
2301,504U,-185.78445,2737,109,3.21,0,temp,1998-r1,0235_2301-504U.rez
2301,4851,36.58933,934,26,0,0,temp,1998-r1,0236_2301-4851.rez
2301,4851,36.58882,1141,24,0,0,temp,1998-r1,0237_2301-4851.rez
243A,6032,-2.84979,1824,61,0.97,0,temp,luba,0238_243A-6032.rez
243A,6032,-3.54648,1824,54,1.63,0,temp,1998-r1,0239_243A-6032.rez
243A,6033,-9.01261,2160,36,-0.05,0,temp,1998-r1,0240_243A-6033.rez
243A,6033,-8.32254,2196,65,0.68,0,temp,luba,0241_243A-6033.rez
2479W,4820,-10.72426,7880,124,2.7,0,temp,1998-r2,0242_2479W-4820.rez
2479W,6015,-28.06922,3653,85,3.38,0,temp,3728,0243_2479W-6015.rez
2479W,6015,-28.03914,3649,120,2.68,0,temp,1998-r1,0244_2479W-6015.rez
2479W,6014,-9.95017,1561,36,0.33,0,temp,1998-r1,0245_2479W-6014.rez
2479W,6014,-10.03749,1634,36,1.46,0,temp,3728,0246_2479W-6014.rez
2481W,4760,-23.95931,1826,67,1.9,0,temp,3728,0247_2481W-4760.rez
2481W,4760,-23.95039,1860,50,-2.25,0,temp,1998-r2,0248_2481W-4760.rez
259A1,46PU,5.3615,5944,76,1.1,0,temp,1998-r1,0279_259A1-46PU.rez
259A1,6177,-10.91935,5879,119,-3.49,0,temp,luba,0280_259A1-6177.rez
259A1,29F,-2.06813,6601,100,4.98,0,temp,1998-r1,0281_259A1-29F.rez
259A1,46PU,5.37891,5793,118,1.09,0,temp,luba,0282_259A1-46PU.rez
1003Q,742A,119.67794,18159,340,36.35,0,temp,1998-r1,0003_1003Q-742A.rez
261A,756A,11.48939,6885,176,4.31,0,temp,3728,0308_261A-756A.rez
261A,3392MPI,-3.69033,23060,467,6.98,0,temp,3728,0309_261A-3392MPI.rez
261A,4665,-0.8434,2296,45,-1.47,0,temp,1998-r1,0310_261A-4665.rez
261A,756A,11.48635,10029,227,0.1,0,temp,1998-r1,0311_261A-756A.rez
291A,687A1,-4.52156,3594,85,-4.01,0,temp,luba,0341_291A-687A1.rez
291A,745A,-5.23794,4656,64,3.74,0,temp,1998-r1,0342_291A-745A.rez
291A,687A1,-4.52425,3483,45,1.5,0,temp,1998-r1,0343_291A-687A1.rez
291A,382U,-4.41457,4705,107,1.58,0,temp,luba,0344_291A-382U.rez
29F,760A,54.34829,21793,422,16.91,0,temp,1998-r1,0372_29F-760A.rez
29F,29F1,-5.48873,1077,16,1.1,0,temp,1998-r1,0373_29F-29F1.rez
29F1,65PU,12.19321,1656,28,0.6,0,temp,1998-r1,0374_29F1-65PU.rez
29F1,6177,-3.36228,1351,39,-0.51,0,temp,luba,0375_29F1-6177.rez
29F1,65PU,12.19425,1598,41,-1.16,0,temp,luba,0376_29F1-65PU.rez
30541,502U,-8.78858,2441,33,-0.1,0,temp,1998-r1,0386_30541-502U.rez
30541,502U,-8.76715,2471,49,0.8,0,temp,3728,0387_30541-502U.rez
30541,762A,5.21829,353,11,0.48,0,temp,3728,0388_30541-762A.rez
30541,762A,5.19767,346,7,1.1,0,temp,1998-r1,0389_30541-762A.rez
113U,6142,-24.92698,26934,751,0.61,0,temp,luba,0039_113U-6142.rez
100U,60281,-265.67936,4837,270,-4.84,0,temp,1998-r1,0004_100U-60281.rez
113U,544A,1.38303,216,6,-0.43,0,temp,luba,0040_113U-544A.rez
3100,4065,89.04038,6420,120,-4.91,0,temp,1998-r2,0402_3100-4065.rez
3100,53U,-4.18433,2285,48,0.8,0,temp,1998-r1,0403_3100-53U.rez
113U,6142,-24.92802,821,28,0.67,0,temp,luba,0041_113U-6142.rez
3145,4764,-117.06251,3707,84,3.66,0,temp,3728,0414_3145-4764.rez
3145,4765,-65.46179,2500,42,-0.96,0,temp,1998-r2,0415_3145-4765.rez
114U,6137,-0.01749,2179,62,-1.75,0,temp,1998-r1,0044_114U-6137.rez
114U,6137,-0.01476,2181,54,2.1,0,temp,luba,0045_114U-6137.rez
114U,6139,-18.56459,2985,70,1.76,0,temp,1998-r1,0046_114U-6139.rez
114U,6139,-18.76436,2909,62,0.37,0,temp,luba,0047_114U-6139.rez
100U,6028,-261.8803,4844,225,-0.44,0,temp,luba,0005_100U-6028.rez
115U,543A,10.86931,1365,32,0.56,0,temp,luba,0050_115U-543A.rez
115U,543A,10.86899,1319,31,2.06,0,temp,1998-r1,0051_115U-543A.rez
32FE,4839,64.04764,13319,249,0.63,0,temp,3728,0516_32FE-4839.rez
32FE,44531,48.1114,10722,148,10.8,0,temp,1998-r1,0517_32FE-44531.rez
32FE,4FB,77.115,18630,292,0.68,0,temp,1998-r2,0518_32FE-4FB.rez
32FE,4528,-41.27419,5082,107,-0.65,0,temp,1998-r1,0519_32FE-4528.rez
115U,6135,2.02163,2049,42,1.92,0,temp,1998-r1,0052_115U-6135.rez
32FE,4092,116.62282,4752,77,0.26,0,temp,1998-r2,0520_32FE-4092.rez
32FE,4850,2.12258,245,7,0.61,0,temp,1998-r1,0521_32FE-4850.rez
32FE,4850,2.11802,242,7,0.62,0,temp,3728,0522_32FE-4850.rez
115U,6135,2.0208,2050,42,-1.91,0,temp,luba,0053_115U-6135.rez
3392MPI,3411MPI,-0.70725,2275,62,-1.37,0,temp,luba,0535_3392MPI-3411MPI.rez
3392MPI,3731,334.69668,32166,943,-9.02,0,temp,luba,0536_3392MPI-3731.rez
3392MPI,3411MPI,-0.71319,1713,38,-1.04,0,temp,3728,0537_3392MPI-3411MPI.rez
3411MPI,3412MPI,0.01442,156,5,0.02,0,temp,3728,0544_3411MPI-3412MPI.rez
3411MPI,736A,83.38109,18827,518,-5.3,0,temp,luba,0545_3411MPI-736A.rez
3475MPI,6098,109.27918,7328,217,0.19,0,temp,luba,0580_3475MPI-6098.rez
3475MPI,6067,209.99887,16011,558,1.58,0,temp,luba,0581_3475MPI-6067.rez
3475MPI,92U,220.41651,6964,263,2.18,0,temp,luba,0582_3475MPI-92U.rez
3477MPI,6034,-9.507,690,24,0.68,0,temp,luba,0583_3477MPI-6034.rez
3477MPI,45U,131.44392,2171,128,0.01,0,temp,luba,0584_3477MPI-45U.rez
3477MPI,6033,-10.12884,912,28,-0.55,0,temp,luba,0585_3477MPI-6033.rez
34FE,88BY,-53.86826,17780,294,31.35,0,temp,1998-r2,0593_34FE-88BY.rez
34FE,4525,23.80371,3470,50,1.86,0,temp,1998-r2,0594_34FE-4525.rez
34FE,4820,-96.89982,9930,173,4.65,0,temp,1998-r2,0595_34FE-4820.rez
100U,6099,51.03428,1203,72,0.64,0,temp,1998-r1,0006_100U-6099.rez
3526,4664,-1.11351,2219,55,0.53,0,temp,luba,0606_3526-4664.rez
3526,757U,11.36118,2349,47,2.9,0,temp,1998-r1,0607_3526-757U.rez
3526,4664,-1.10749,3093,45,-0.5,0,temp,1998-r1,0608_3526-4664.rez
3526,757U,11.36081,2157,53,-0.57,0,temp,luba,0609_3526-757U.rez
35PU,6209,-26.2154,11950,252,4.69,0,temp,luba,0619_35PU-6209.rez
35PU,46PU,-12.26014,2371,48,0.59,0,temp,luba,0620_35PU-46PU.rez
35PU,46PU,-12.27096,2384,31,0.9,0,temp,1998-r1,0621_35PU-46PU.rez
35PU,751A2,11.41919,6357,97,1.76,0,temp,1998-r1,0622_35PU-751A2.rez
118U,3772,8.50262,1221,32,-0.8,0,temp,luba,0063_118U-3772.rez
118U,3772,8.504,1285,30,0.53,0,temp,luba,0064_118U-3772.rez
118U,6258,-75.41633,1271,50,0.87,0,temp,luba,0065_118U-6258.rez
119U,129U,504.68938,28073,812,-2.83,0,temp,luba,0066_119U-129U.rez
119U,3772,-98.21614,1843,64,0.86,0,temp,luba,0067_119U-3772.rez
3731,92U,-39.20969,4220,116,-2.02,0,temp,1998-r1,0677_3731-92U.rez
3731,6081,448.94555,31684,1250,-1.69,0,temp,1998-r1,0678_3731-6081.rez
3731,92U,-39.20854,4158,128,2.12,0,temp,luba,0679_3731-92U.rez
119U,3757MPI,885.404,14618,713,10.7,0,temp,3786-line_7,0068_119U-3757MPI.rez
3740,510U,-27.6311,2400,65,-1.88,0,temp,luba,0680_3740-510U.rez
3740,6060,-22.88381,2347,34,0.46,0,temp,1998-r1,0681_3740-6060.rez
3740,6062,-16.81387,2063,50,-1.57,0,temp,1998-r1,0682_3740-6062.rez
3740,6063,-87.50764,5709,192,0.76,0,temp,luba,0683_3740-6063.rez
3756MPI,3752MPI,428.254,5992,292,0.74,0,temp,3786-line_7,0688_3756MPI-3752MPI.rez
3756MPI,3757MPI,-133.23655,3104,112,2.3,0,temp,3786-line_7,0689_3756MPI-3757MPI.rez
119U,6258,-182.14319,4366,148,0.13,0,temp,3786-line_7,0069_119U-6258.rez
3756MPI,3757MPI,-133.23655,6090,280,4.9,0,temp,3786-line_7,0690_3756MPI-3757MPI.rez
37H,4665,1.14372,1344,20,0,0,temp,1998-r1,0698_37H-4665.rez
37H,4664,0.39986,1586,44,0,0,temp,luba,0699_37H-4664.rez
100U,6099,51.02921,1194,60,1.22,0,temp,luba,0007_100U-6099.rez
37H,4665,1.14367,1423,34,2.36,0,temp,luba,0700_37H-4665.rez
37H,4664,0.40144,1534,23,1.4,0,temp,1998-r1,0701_37H-4664.rez
37H,4665,1.14451,1308,18,0,0,temp,1998-r1,0702_37H-4665.rez
382U,6195,11.47245,1882,46,1.22,0,temp,luba,0703_382U-6195.rez
382U,6174,24.99567,19815,535,-7.12,0,temp,luba,0704_382U-6174.rez
383U,745A,-10.10415,7906,120,2.85,0,temp,1998-r1,0705_383U-745A.rez
383U,6195,2.19089,7004,185,-0.11,0,temp,luba,0706_383U-6195.rez
39U,721U,20.80865,20375,437,12.5,0,temp,3728,0716_39U-721U.rez
39U,6011,-15.44979,5086,109,2.74,0,temp,3728,0717_39U-6011.rez
39U,4525,105.97568,4615,126,-1.31,0,temp,1998-r1,0718_39U-4525.rez
39U,6011,-15.69682,5115,106,1.12,0,temp,1998-r1,0719_39U-6011.rez
124U,132U,30.40734,7520,160,-0.65,0,temp,luba,0073_124U-132U.rez
124U,6226,415.18323,21425,472,0.67,0,temp,luba,0074_124U-6226.rez
4057,736A,74.47298,11573,234,6.67,0,temp,1998-r1,0743_4057-736A.rez
4057,736A,74.47644,7278,143,5.7,0,temp,1998-r1,0744_4057-736A.rez
4057,756A,6.8548,4479,82,3.92,0,temp,1998-r1,0745_4057-756A.rez
4065,6016,-94.02406,5205,153,3.87,0,temp,3728,0748_4065-6016.rez
4065,4760,64.59686,1000,40,-2.19,0,temp,1998-r2,0749_4065-4760.rez
124U,63U,-74.36864,12560,256,-2.3,0,temp,luba,0075_124U-63U.rez
4065,4760,64.55575,1021,51,2.3,0,temp,3728,0750_4065-4760.rez
4067,4756,-49.14519,1374,36,2,0,temp,1998-r1,0751_4067-4756.rez
4067,4851,-80.24695,5902,176,4.17,0,temp,1998-r1,0752_4067-4851.rez
4067,504U,-302.62367,9887,384,-0.44,0,temp,1998-r1,0753_4067-504U.rez
4067,6056,-252.42576,8543,357,3.87,0,temp,1998-r1,0754_4067-6056.rez
4067,4756,-49.14594,1697,57,-0.71,0,temp,1998-r2,0755_4067-4756.rez
4067,4069,-255.63537,9349,289,-3.4,0,temp,1998-r2,0756_4067-4069.rez
4069,4790,14.44772,3405,80,-2.27,0,temp,1998-r2,0757_4069-4790.rez
4069,508U,-9.17612,6170,96,-1.86,0,temp,1998-r2,0758_4069-508U.rez
4069,4790,14.44815,3049,79,0.15,0,temp,luba,0759_4069-4790.rez
129U,4502,-565.48303,16575,436,-3.25,0,temp,luba,0076_129U-4502.rez
4069,6058,12.54087,796,25,-0.62,0,temp,luba,0760_4069-6058.rez
4084,510U,-0.19122,2570,50,-3.21,0,temp,1998-r2,0765_4084-510U.rez
4084,4765,-90.02971,8060,150,3.32,0,temp,1998-r2,0766_4084-4765.rez
4084,510U,-0.19203,2500,50,-0.36,0,temp,1998-r2,0767_4084-510U.rez
4092,4764,-106.18715,10760,188,9.51,0,temp,1998-r2,0768_4092-4764.rez
4092,4850,-114.4905,4968,124,0.67,0,temp,3728,0769_4092-4850.rez
129U,6226,-104.56308,12203,276,0.37,0,temp,luba,0077_129U-6226.rez
4092,4764,-106.17109,10881,311,3.91,0,temp,3728,0770_4092-4764.rez
132U,6234,-635.1881,16733,475,-4.5,0,temp,luba,0082_132U-6234.rez
132U,4496,58.58126,10802,244,0.36,0,temp,luba,0083_132U-4496.rez
4252,51U,26.62775,4137,93,-1.93,0,temp,1998-r1,0841_4252-51U.rez
4252,50U,8.3425,2515,55,-3,0,temp,1998-r1,0842_4252-50U.rez
4252,50U,8.33138,2497,52,-0.22,0,temp,luba,0843_4252-50U.rez
4252,51U,26.62835,4263,92,-0.1,0,temp,luba,0844_4252-51U.rez
4252,63U,553.90243,15163,484,1.27,0,temp,luba,0845_4252-63U.rez
4256,49U,4.43305,177,6,-0.5,0,temp,1998-r1,0846_4256-49U.rez
4256,49U,4.43058,167,4,-0.36,0,temp,luba,0847_4256-49U.rez
4256,6153,-22.0657,1078,31,-1.39,0,temp,1998-r1,0848_4256-6153.rez
4256,6153,-22.05802,1046,22,0.64,0,temp,luba,0849_4256-6153.rez
4260,6028,18.13071,8237,224,2.35,0,temp,1998-r1,0850_4260-6028.rez
4260,48U,-0.08362,19,1,0.2,0,temp,1998-r1,0851_4260-48U.rez
4260,6152,-3.6477,3445,78,2.32,0,temp,1998-r1,0852_4260-6152.rez
44531,4839,15.94891,3105,46,0.76,0,temp,1998-r1,0919_44531-4839.rez
44531,4FB,29.01832,18220,306,-10.67,0,temp,1998-r2,0920_44531-4FB.rez
44531,742A,63.4201,1851,36,0,0,temp,1998-r1,0921_44531-742A.rez
44531,742A,63.41508,1847,40,0,0,temp,1998-r1,0922_44531-742A.rez
44551,756A,-36.98932,17528,384,10.56,0,temp,3728,0923_44551-756A.rez
44551,502U,28.87513,3459,72,1.14,0,temp,3728,0924_44551-502U.rez
44551,502U,28.87642,3698,72,2.8,0,temp,1998-r1,0925_44551-502U.rez
44551,760A,21.77372,3423,49,-0.99,0,temp,1998-r1,0926_44551-760A.rez
4496,4502,-134.73716,10922,272,-2.87,0,temp,luba,0936_4496-4502.rez
4496,6226,326.17904,9080,222,-5.25,0,temp,luba,0937_4496-6226.rez
4502,6144,-168.76352,3955,114,0.9,0,temp,luba,0938_4502-6144.rez
4502,6147,-218.46389,7914,188,0.15,0,temp,luba,0939_4502-6147.rez
4523,36U,-1.58052,64,2,0.12,0,temp,1998-r1,0948_4523-36U.rez
4523,4528,67.45651,7885,142,1.07,0,temp,1998-r1,0949_4523-4528.rez
4523,4525,-49.69704,9121,173,-0.42,0,temp,1998-r1,0950_4523-4525.rez
4528,6002,-1.70127,125,4,0.66,0,temp,1998-r1,0951_4528-6002.rez
45U,6034,-140.96109,2343,70,-1.66,0,temp,1998-r1,0958_45U-6034.rez
45U,60651,96.47719,1252,45,1.71,0,temp,1998-r1,0959_45U-60651.rez
45U,60651,96.51026,1319,84,-0.31,0,temp,luba,0960_45U-60651.rez
