Point_A,Point_B,Height_Difference,Distance,Num_Across,Difference_Between_BF,Date_Measured,Name_File,Source,File
753A,4833,-11.69689,1673,28,2.7,886,2016,1998-r1,1018_4830-757U.rez
4833,757U,-2.88886,649,14,0.8,986,2015,1998-r1,1018_4830-757U.rez
4839,44541,-10.9365,507,9,-0.5,1286,2014,1998-r1,1019_4839-762A.rez
44541,3054,-15.71666,1026,14,-0.1,1286,2014,1998-r1,1019_4839-762A.rez
3054,762A,-2.62318,1042,16,-1.2,1286,2014,1998-r1,1019_4839-762A.rez
4839,4603MPI,-26.23022,1844,47,-1.05,1017,4839-4603MPI.raw,3728,1020_4839-762A.rez
4603MPI,762A,-3.04227,835,20,-0.9,1017,762A-4603MPI.raw,3728,1020_4839-762A.rez
4850,54U,-0.06818,834,15,-1.24,596,0,1998-r1,1023_4850-504U.rez
54U,6043,9.40551,1569,30,-1.21,596,0,1998-r1,1023_4850-504U.rez
6043,31461,18.49508,1754,31,2.13,596,0,1998-r1,1023_4850-504U.rez
31461,6045,-1.87479,1360,25,1.13,596,0,1998-r1,1023_4850-504U.rez
6045,6044,1.45205,168,4,0.47,596,0,1998-r1,1023_4850-504U.rez
6044,504U,34.70448,1812,41,-2.28,596,0,1998-r1,1023_4850-504U.rez
49U,4255,-7.23634,2309,40,0.53,496,0,1998-r1,1071_49U-50U.rez
4255,4254,-28.50237,2419,41,-1.47,996,0,1998-r1,1071_49U-50U.rez
4254,6025,25.04448,1876,34,1.37,996,0,1998-r1,1071_49U-50U.rez
6025,50U,-12.38831,500,14,-0.29,996,0,1998-r1,1071_49U-50U.rez
49U,6234,-7.93647,2386,50,-1.62,302,921.RAW,luba,1072_49U-6234.rez
4FB,4FA,0.1553,20,1,0.1,882,1325,1998-r2,1073_4FB-699A.rez
4FA,4537,54.21612,3070,56,-3.35,882,1325,1998-r2,1073_4FB-699A.rez
508U,1096,-8.57109,1837,54,2.02,605,938.RAW,luba,1090_508U-741A.rez
1096,741A,6.67824,1807,51,-0.39,605,938.RAW,luba,1090_508U-741A.rez
508U,4786,-7.31034,1400,24,-1.9,1085,1428,1998-r2,1091_508U-741A.rez
4786,741A,5.44478,2050,36,-1.33,1085,1428,1998-r2,1091_508U-741A.rez
508U,6056,12.37042,5353,134,3.5,405,938.RAW,luba,1092_508U-6056.rez
509U,737A,-18.04266,1820,26,-1.18,1085,1428,1998-r2,1107_509U-737A.rez
509U,741A,2.70106,1810,56,-0.02,605,938.RAW,luba,1108_509U-741A.rez
509U,741A,2.72264,1750,32,-0.02,1085,1428,1998-r2,1109_509U-741A.rez
50U,6235,3.80913,4588,94,-1.14,302,921.RAW,luba,1110_50U-6234.rez
6235,6234,11.35311,1081,24,-0.52,302,921.RAW,luba,1110_50U-6234.rez
510U,6060,4.76478,202,7,-0.19,1096,0,1998-r1,1111_510U-6060.rez
510U,6061,4.21001,314,9,-0.71,1796,0,1998-r1,1112_510U-6060.rez
6061,6060,0.55467,125,4,0.41,596,0,1998-r1,1112_510U-6060.rez
510U,6066,46.88918,2815,90,-0.58,206,938.RAW,luba,1113_510U-6066.rez
51U,4250,-0.20538,11,1,0,302,921.RAW,luba,1116_51U-6024.rez
4250,6024,-27.6204,2641,61,1.24,302,921.RAW,luba,1116_51U-6024.rez
51U,6024,-27.83112,2646,57,-1.57,396,0,1998-r1,1117_51U-6024.rez
52U,3036,0.03647,137,4,0.16,302,921.RAW,luba,1120_52U-6022.rez
3036,6022,3.02739,1736,36,-1.32,302,921.RAW,luba,1120_52U-6022.rez
52U,6022,3.06154,1622,32,-1.18,396,0,1998-r1,1121_52U-6022.rez
52U,6023,2.21759,1708,24,2.59,396,0,1998-r1,1122_52U-6024.rez
6023,6024,2.36241,1717,28,-0.56,396,0,1998-r1,1122_52U-6024.rez
52U,6024,4.58574,3320,68,0.37,302,921.RAW,luba,1123_52U-6024.rez
53U,6016,-0.75103,129,5,0.43,305,938.RAW,luba,1125_53U-6016.rez
53U,6017,-0.72547,61,2,-0.01,1096,0,1998-r1,1126_53U-6016.rez
6017,6016,-0.02015,53,1,0.19,496,0,1998-r1,1126_53U-6016.rez
53U,6039,-5.65146,2649,84,2.38,305,938.RAW,luba,1127_53U-6039.rez
543A,6136,45.28208,1084,47,0.87,896,0,1998-r1,1130_543A-6136.rez
543A,6136,45.26881,1094,34,0.12,1102,925.RAW,luba,1131_543A-6136.rez
544A,6141,-58.34331,2021,66,2.22,896,0,1998-r1,1133_544A-6141.rez
544A,6141,-58.34331,2013,53,1.88,1102,925.RAW,luba,1134_544A-6141.rez
544A,6142,-26.3115,958,39,-0.03,896,0,1998-r1,1135_544A-6142.rez
59PU,2734b,3.93349,3802,81,3.35,3101,912.RAW,luba,1177_59PU-6195.rez
2734b,2731b,-6.65045,1417,38,-1.2,201,912.RAW,luba,1177_59PU-6195.rez
2731b,2727b,1.84141,2184,53,2.86,201,912.RAW,luba,1177_59PU-6195.rez
2727b,2726b,12.5817,984,28,-0.5,201,912.RAW,luba,1177_59PU-6195.rez
2726b,2725b,-6.38945,708,21,-1.19,201,912.RAW,luba,1177_59PU-6195.rez
2725b,2724b,-8.35358,768,18,-1.56,201,912.RAW,luba,1177_59PU-6195.rez
2724b,2722b,19.46008,1297,36,1.14,201,912.RAW,luba,1177_59PU-6195.rez
2722b,2699b,-6.53987,768,24,0.29,101,912.RAW,luba,1177_59PU-6195.rez
2699b,2696b,-7.4208,1460,37,-1.77,101,912.RAW,luba,1177_59PU-6195.rez
2696b,2694b,-1.92121,1161,26,-1.08,101,912.RAW,luba,1177_59PU-6195.rez
2694b,2693b,-0.12684,593,17,-0.06,101,912.RAW,luba,1177_59PU-6195.rez
2693b,2690b,-3.63862,680,18,-0.56,101,912.RAW,luba,1177_59PU-6195.rez
2690b,2689b,0.24184,876,20,1.55,101,912.RAW,luba,1177_59PU-6195.rez
2689b,2688b,1.19588,770,18,0.13,101,912.RAW,luba,1177_59PU-6195.rez
2688b,6195,12.19802,1253,31,-0.29,101,912.RAW,luba,1177_59PU-6195.rez
59PU,2812b,0.33529,2292,55,-2.71,201,913.RAW,luba,1178_59PU-6222.rez
2812b,6206,6.34252,1680,40,-1.55,201,913.RAW,luba,1178_59PU-6222.rez
6206,2827b,7.40032,1509,44,-0.39,201,913.RAW,luba,1178_59PU-6222.rez
2827b,2828b,9.06614,242,12,-0.66,201,913.RAW,luba,1178_59PU-6222.rez
2828b,2829b,-17.61584,375,20,-0.96,201,913.RAW,luba,1178_59PU-6222.rez
2829b,68PU,7.26451,634,17,-1.31,301,913.RAW,luba,1178_59PU-6222.rez
68PU,778A,2.24501,811,26,-0.84,301,913.RAW,luba,1178_59PU-6222.rez
778A,2872b,0.58525,3225,77,-1.28,301,913.RAW,luba,1178_59PU-6222.rez
2872b,2881b,-2.43305,867,29,-0.07,301,913.RAW,luba,1178_59PU-6222.rez
2881b,2885b,-10.48573,1628,39,1.58,301,913.RAW,luba,1178_59PU-6222.rez
2885b,2886b,-0.99111,690,15,0.52,301,913.RAW,luba,1178_59PU-6222.rez
2886b,2887b,-2.8863,1264,25,1.43,301,913.RAW,luba,1178_59PU-6222.rez
2887b,777A,3.79956,667,17,0.06,301,913.RAW,luba,1178_59PU-6222.rez
777A,34PU,-0.10422,12,2,0.11,301,913.RAW,luba,1178_59PU-6222.rez
34PU,777A1,3.26246,1064,28,-1.58,301,913.RAW,luba,1178_59PU-6222.rez
777A1,1237K,9.67418,1434,45,-3.08,301,913.RAW,luba,1178_59PU-6222.rez
1237K,6181,-19.68133,2541,72,3.93,301,913.RAW,luba,1178_59PU-6222.rez
6181,1238K,7.8341,513,16,-0.36,301,913.RAW,luba,1178_59PU-6222.rez
1238K,1239K,6.38479,2714,69,-1.15,301,913.RAW,luba,1178_59PU-6222.rez
1239K,776A,-5.1089,207,12,0.78,301,913.RAW,luba,1178_59PU-6222.rez
776A,6180,-8.7133,1807,40,0.05,301,913.RAW,luba,1178_59PU-6222.rez
6180,6179,1.4988,1387,28,-1.51,301,913.RAW,luba,1178_59PU-6222.rez
6179,6222,3.47645,2370,61,-2.84,301,913.RAW,luba,1178_59PU-6222.rez
59PU,779AB,0.23304,19,2,-0.11,201,912.RAW,luba,1179_59PU-6177.rez
779AB,6177,3.54282,2521,55,-3.15,201,912.RAW,luba,1179_59PU-6177.rez
59U,6036,5.11816,1669,34,-0.89,896,0,1998-r1,1180_59U-6036.rez
59U,6036,5.1369,1684,46,0.45,405,938.RAW,luba,1181_59U-6036.rez
59U,6037,3.3195,1368,20,0.33,496,0,1998-r1,1182_59U-6037.rez
59U,6037,3.323,1554,48,-2.17,206,938.RAW,luba,1183_59U-6037.rez
6011,40U,0.95554,1264,18,-1,696,0,1998-r1,1184_6011-60111.rez
40U,60111,11.51328,1640,28,-2.5,696,0,1998-r1,1184_6011-60111.rez
60111,6012,0.44079,468,8,-1.41,396,0,1998-r1,1185_60111-6013.rez
6012,6013,-7.48498,1941,30,-2.64,396,0,1998-r1,1185_60111-6013.rez
60111,6013,-7.06552,2416,43,-1.18,101,6011_1-6013.raw,3728,1186_60111-6013.rez
6013,60141,-14.60345,1656,35,0.86,1096,0,1998-r1,1187_6013-60141.rez
6013,60141,-14.59784,1642,30,-1.56,101,6013-6014_1.raw,3728,1188_6013-60141.rez
6014,60141,-10.92939,339,15,-0.55,296,0,1998-r1,1189_6014-60141.rez
6014,60141,-10.85301,341,13,0.42,101,6014_1-6014.raw,3728,1190_6014-60141.rez
6016,6019,6.44356,1700,58,-0.53,405,938.RAW,luba,1191_6016-6019.rez
6016,6020,5.86263,1629,26,2.02,396,0,1998-r1,1192_6016-6018.rez
6020,6018,-0.03493,66,2,-0.14,396,0,1998-r1,1192_6016-6018.rez
6016,6039,-4.9026,2551,44,1.42,496,0,1998-r1,1193_6016-6039.rez
6018,6019,0.62011,60,2,-0.26,396,0,1998-r1,1194_6018-6019.rez
6018,6019,0.618,86,2,-0.14,302,921.RAW,luba,1195_6018-6019.rez
6018,6019,0.61329,86,3,0.01,405,938.RAW,luba,1196_6018-6019.rez
6018,6021,3.65875,1085,24,0.33,302,921.RAW,luba,1197_6018-6021.rez
6019,6021,3.03326,1131,16,1.08,396,0,1998-r1,1198_6019-6021.rez
6019,6239,8.52769,1840,38,-0.51,103,921.RAW,luba,1199_6019-63U.rez
6239,60U,150.84552,5320,162,2.01,103,921.RAW,luba,1199_6019-63U.rez
60U,6238,387.17809,7503,288,-3.09,303,921.RAW,luba,1199_6019-63U.rez
6238,62U,-8.83257,1363,28,1.16,203,921.RAW,luba,1199_6019-63U.rez
62U,565A,-31.1425,4030,82,-0.54,203,921.RAW,luba,1199_6019-63U.rez
565A,3708,40.43301,2399,52,-0.91,203,921.RAW,luba,1199_6019-63U.rez
3708,63U,1.85836,73,4,-0.05,103,921.RAW,luba,1199_6019-63U.rez
6021,247A,6.1207,1271,33,-0.82,996,0,1998-r1,1200_6021-6022.rez
247A,6022,-16.92799,1643,36,1.39,996,0,1998-r1,1200_6021-6022.rez
6021,6022,-10.81174,2662,57,-1.36,302,921.RAW,luba,1201_6021-6022.rez
6028,3480MPI,-14.16245,6121,181,-0.54,805,938.RAW,luba,1202_6028-6153.rez
3480MPI,6153,-4.1904,4084,106,-1.9,805,938.RAW,luba,1202_6028-6153.rez
6028,60281,-3.8711,174,9,0.61,996,0,1998-r1,1203_6028-60281.rez
6033,6034,0.63158,1238,18,1.14,496,0,1998-r1,1204_6033-6034.rez
6034,33FE,2.59973,167,4,0.23,496,0,1998-r1,1205_6034-6035.rez
33FE,6035,-1.35477,1132,18,1.24,496,0,1998-r1,1205_6034-6035.rez
6034,4981,-3.50486,378,13,-0.1,505,938.RAW,luba,1206_6034-6035.rez
4981,3326MPI,1.39757,54,2,-0.01,505,938.RAW,luba,1206_6034-6035.rez
3326MPI,6035,3.36849,1337,42,0.77,505,938.RAW,luba,1206_6034-6035.rez
6035,6036,3.96519,1934,35,-2.49,496,0,1998-r1,1207_6035-6036.rez
6035,6036,3.97308,2019,71,-0.75,305,938.RAW,luba,1208_6035-6036.rez
6037,6038,-5.25288,1897,28,0.51,496,0,1998-r1,1209_6037-6038.rez
6037,6038,-5.2572,2093,69,1.14,305,938.RAW,luba,1210_6037-6038.rez
6038,6039,0.64889,395,10,0.96,496,0,1998-r1,1211_6038-6039.rez
6038,6039,0.64895,278,11,0.09,305,938.RAW,luba,1212_6038-6039.rez
6056,6058,9.33868,135,10,0.48,1096,0,1998-r1,1213_6056-6058.rez
6056,6058,9.33988,145,8,0.03,405,938.RAW,luba,1214_6056-6058.rez
6058,507U,-5.46421,133,6,-0.06,596,0,1998-r1,1215_6058-6060.rez
507U,6059,-0.16334,3137,53,-2.73,596,0,1998-r1,1215_6058-6060.rez
6059,43U,12.82548,1687,28,-0.43,596,0,1998-r1,1215_6058-6060.rez
43U,6060,25.67427,1656,37,2.75,596,0,1998-r1,1215_6058-6060.rez
6060,6066,42.12358,2327,60,-0.12,696,0,1998-r1,1216_6060-6066.rez
6062,44U,-39.62289,1838,49,-0.91,696,0,1998-r1,1217_6062-6063.rez
44U,6063,-31.08305,1809,40,0.44,596,0,1998-r1,1217_6062-6063.rez
6062,60621,-7.71877,128,8,0.14,1096,0,1998-r1,1218_6062-60621.rez
6063,6064,-26.83003,1673,32,0.77,596,0,1998-r1,1219_6063-60651.rez
6064,6065,-93.77324,1855,46,3.05,596,0,1998-r1,1219_6063-60651.rez
6065,60651,-0.79499,40,1,0.57,596,0,1998-r1,1219_6063-60651.rez
6063,60651,-121.39934,3564,142,-2.48,205,938.RAW,luba,1220_6063-60651.rez
6066,3739,3.78159,145,5,-0.4,206,938.RAW,luba,1221_6066-6067.rez
3739,6067,22.40449,1915,72,0.69,206,938.RAW,luba,1221_6066-6067.rez
6066,6067,26.1894,1930,46,0.77,696,0,1998-r1,1222_6066-6067.rez
6067,126N,-68.37346,2455,86,-2.39,696,0,1998-r1,1223_6067-92U.rez
126N,6068,-19.44864,2125,61,-2.77,696,0,1998-r1,1223_6067-92U.rez
6068,6069,-116.46527,2124,67,-2.02,696,0,1998-r1,1223_6067-92U.rez
6069,91U,1.01054,2201,59,-0.04,696,0,1998-r1,1223_6067-92U.rez
91U,6070,76.49857,2190,88,0.33,696,0,1998-r1,1223_6067-92U.rez
6070,511U,149.59248,2111,81,0.11,696,0,1998-r1,1223_6067-92U.rez
511U,6072,-32.02526,2073,55,-0.63,696,0,1998-r1,1223_6067-92U.rez
6072,92U,19.64929,942,28,0.53,696,0,1998-r1,1223_6067-92U.rez
6081,6082,3.18452,63,4,-0.04,896,0,1998-r1,1224_6081-6123.rez
6082,3004,-0.98078,46,2,0.09,896,0,1998-r1,1224_6081-6123.rez
3004,6102,-36.7733,1862,67,-0.43,896,0,1998-r1,1224_6081-6123.rez
6102,97U,-4.72056,2053,57,2.65,896,0,1998-r1,1224_6081-6123.rez
97U,6103,13.54867,1753,58,0.62,896,0,1998-r1,1224_6081-6123.rez
6103,6104,22.99476,710,18,0.98,896,0,1998-r1,1224_6081-6123.rez
6104,6105,-99.09091,1676,58,-1.44,896,0,1998-r1,1224_6081-6123.rez
6105,6106,-8.53202,1576,42,-1.28,896,0,1998-r1,1224_6081-6123.rez
6106,61071,52.92192,849,51,1.04,896,0,1998-r1,1224_6081-6123.rez
61071,6107,-18.8493,879,33,1.26,896,0,1998-r1,1224_6081-6123.rez
6107,6108,1.37149,889,22,-0.64,896,0,1998-r1,1224_6081-6123.rez
6108,112U,40.98611,1329,46,0.41,896,0,1998-r1,1224_6081-6123.rez
112U,6109,8.58548,1192,35,-1,896,0,1998-r1,1224_6081-6123.rez
6109,6110,-29.31809,883,27,-0.22,896,0,1998-r1,1224_6081-6123.rez
6110,6111,-54.83123,1365,40,-1.1,896,0,1998-r1,1224_6081-6123.rez
6111,6112,-39.92273,2342,65,-2.24,896,0,1998-r1,1224_6081-6123.rez
6112,6113,-67.34918,2042,50,-1.02,896,0,1998-r1,1224_6081-6123.rez
6113,6114,-56.72659,919,31,-1.02,896,0,1998-r1,1224_6081-6123.rez
6114,111U,-13.93985,561,16,-1.31,896,0,1998-r1,1224_6081-6123.rez
111U,6115,-88.19369,1268,46,2.2,896,0,1998-r1,1224_6081-6123.rez
6115,6117,-27.91641,1241,27,-0.45,896,0,1998-r1,1224_6081-6123.rez
6117,6116,-3.0929,161,5,0.39,896,0,1998-r1,1224_6081-6123.rez
6116,6118,50.15511,1902,75,-1.77,896,0,1998-r1,1224_6081-6123.rez
6118,110U,62.18539,1725,91,1.14,896,0,1998-r1,1224_6081-6123.rez
110U,6119,148.16935,2082,124,-2.01,896,0,1998-r1,1224_6081-6123.rez
6119,109U,100.1993,1982,61,2.18,896,0,1998-r1,1224_6081-6123.rez
109U,6120,68.39115,2059,69,-2.83,896,0,1998-r1,1224_6081-6123.rez
6120,6121,-39.3621,2048,68,-0.84,896,0,1998-r1,1224_6081-6123.rez
6121,6122,-88.77665,1714,50,-1.81,896,0,1998-r1,1224_6081-6123.rez
6122,6123,-64.71321,2167,74,1.57,896,0,1998-r1,1224_6081-6123.rez
6081,6083,-67.5267,936,36,-0.55,796,0,1998-r1,1225_6081-60961.rez
6083,6084,-13.22025,1149,40,-1.49,796,0,1998-r1,1225_6081-60961.rez
6084,96U,6.49511,1062,26,0.54,796,0,1998-r1,1225_6081-60961.rez
96U,8078,50.91003,1799,56,2.6,796,0,1998-r1,1225_6081-60961.rez
8078,8079,-30.50406,1208,44,-1.54,796,0,1998-r1,1225_6081-60961.rez
8079,3118,-17.33501,826,17,0.78,796,0,1998-r1,1225_6081-60961.rez
3118,94U,-41.50008,2200,56,-0.38,796,0,1998-r1,1225_6081-60961.rez
94U,6085,16.52788,1989,47,0.78,796,0,1998-r1,1225_6081-60961.rez
6085,770,-39.80168,1739,59,-1.14,796,0,1998-r1,1225_6081-60961.rez
770,3119,38.88612,1056,32,1.37,796,0,1998-r1,1225_6081-60961.rez
3119,6086,-0.96089,1590,40,-2.18,796,0,1998-r1,1225_6081-60961.rez
6086,6087,22.76172,381,14,0.18,796,0,1998-r1,1225_6081-60961.rez
6087,6088,72.92967,1264,40,1.56,796,0,1998-r1,1225_6081-60961.rez
6088,6089,50.58073,963,30,1.36,796,0,1998-r1,1225_6081-60961.rez
6089,6090,-44.56949,1588,34,0.49,796,0,1998-r1,1225_6081-60961.rez
6090,774,-73.26532,1653,81,0.14,796,0,1998-r1,1225_6081-60961.rez
774,6091,-87.42989,1496,89,0.43,796,0,1998-r1,1225_6081-60961.rez
6091,6092,-80.68017,1171,42,-1.17,796,0,1998-r1,1225_6081-60961.rez
6092,6093,-13.71104,226,9,-0.28,796,0,1998-r1,1225_6081-60961.rez
6093,98U,-56.6505,1189,41,-1.92,796,0,1998-r1,1225_6081-60961.rez
98U,6094,-77.66188,1061,46,1.43,796,0,1998-r1,1225_6081-60961.rez
6094,6095,-29.91361,1764,54,-1.5,796,0,1998-r1,1225_6081-60961.rez
6095,60961,-70.15695,1552,64,-0.54,796,0,1998-r1,1225_6081-60961.rez
60961,6096,0.47139,78,8,0.01,896,0,1998-r1,1226_60961-6096.rez
60961,99U,-68.88665,1756,88,-0.31,896,0,1998-r1,1227_60961-6098.rez
99U,6097,-35.49501,1541,46,2.14,896,0,1998-r1,1227_60961-6098.rez
6097,6098,-9.14928,314,12,-0.78,896,0,1998-r1,1227_60961-6098.rez
6098,6099,-49.76677,1119,51,-0.88,896,0,1998-r1,1228_6098-6099.rez
6098,6099,-49.75935,1115,42,0.92,1105,938.RAW,luba,1229_6098-6099.rez
6123,108U,-80.0485,2118,124,-1.86,803,932.RAW,luba,1231_6123-6124.rez
108U,6124,-48.03734,560,32,0.44,903,932.RAW,luba,1231_6123-6124.rez
6123,6124,-128.08974,1492,86,-1.82,896,0,1998-r1,1232_6123-6124.rez
6124,6125,-157.08475,2068,135,-2.1,896,0,1998-r1,1233_6124-6126.rez
6125,6126,-69.93153,913,42,1.27,896,0,1998-r1,1233_6124-6126.rez
6124,6263,-105.04853,1391,80,2.29,803,932.RAW,luba,1234_6124-6126.rez
6263,6262,-82.89381,1168,56,0.22,803,932.RAW,luba,1234_6124-6126.rez
6262,6126,-39.0625,432,32,-0.52,803,932.RAW,luba,1234_6124-6126.rez
6126,6127,-106.23484,1708,58,-2.44,896,0,1998-r1,1235_6126-6128.rez
6127,6128,12.64216,280,10,-0.94,896,0,1998-r1,1235_6126-6128.rez
6126,6128,-93.57542,2014,80,-1.87,603,932.RAW,luba,1236_6126-6128.rez
6128,106U,-22.31523,1312,34,0.55,603,932.RAW,luba,1237_6128-6134.rez
106U,500BN,-21.3752,1360,32,-0.27,603,932.RAW,luba,1237_6128-6134.rez
500BN,6261,-46.47681,1505,46,1.79,803,932.RAW,luba,1237_6128-6134.rez
6261,6248,2.02133,2531,52,-0.74,803,932.RAW,luba,1237_6128-6134.rez
6248,6249,-3.27957,2249,46,1.12,603,932.RAW,luba,1237_6128-6134.rez
6249,6134,0.5237,2145,44,0.96,603,932.RAW,luba,1237_6128-6134.rez
6128,6129,-27.22011,2094,64,-2.36,896,0,1998-r1,1238_6128-6131.rez
6129,6130,-31.15665,2094,58,-2.58,896,0,1998-r1,1238_6128-6131.rez
6130,6131,-2.79038,2033,52,0.22,896,0,1998-r1,1238_6128-6131.rez
6131,117U,58.45155,3347,70,-0.5,1202,925.RAW,luba,1241_6131-6258.rez
117U,3544,1.62142,143,4,0.35,1202,925.RAW,luba,1241_6131-6258.rez
3544,6240,-2.72284,242,6,0.13,1202,925.RAW,luba,1241_6131-6258.rez
6240,6258,98.23312,2680,60,-1.03,1002,925.RAW,luba,1241_6131-6258.rez
6131,6132,-8.92251,2014,37,-2.38,896,0,1998-r1,1242_6131-6132.rez
6131,6132,-9.46145,2015,40,-0.38,1202,925.RAW,luba,1243_6131-6132.rez
6132,6133,-14.35877,1769,37,0.1,896,0,1998-r1,1244_6132-6134.rez
6133,6134,-6.44686,2311,37,-2.42,896,0,1998-r1,1244_6132-6134.rez
6132,6134,-20.81223,4104,82,-2.46,1202,925.RAW,luba,1245_6132-6134.rez
6132,6284,-10.33518,1545,32,-1.58,1202,925.RAW,luba,1246_6132-6134.rez
6284,6134,-10.47705,2616,54,-0.82,203,932.RAW,luba,1246_6132-6134.rez
6134,3551,6.7566,1808,39,-1.41,896,0,1998-r1,1247_6134-6135.rez
3551,6135,-3.92092,371,10,-0.3,896,0,1998-r1,1247_6134-6135.rez
6134,6254,116.13015,3978,110,0.63,1202,925.RAW,luba,1248_6134-6135.rez
6254,6135,-113.28724,2539,82,0.23,1102,925.RAW,luba,1248_6134-6135.rez
6136,6137,-49.75273,2349,92,-2.28,896,0,1998-r1,1249_6136-6137.rez
6136,6137,-49.73576,2360,66,-0.15,1102,925.RAW,luba,1250_6136-6137.rez
6139,3657,2.80536,2783,56,0.81,1102,925.RAW,luba,1251_6139-6141.rez
3657,6141,4.20603,1121,22,-0.58,1202,925.RAW,luba,1251_6139-6141.rez
6139,6140,-0.07849,1897,39,-1.35,896,0,1998-r1,1252_6139-6141.rez
6140,6141,6.88965,2014,40,-0.75,896,0,1998-r1,1252_6139-6141.rez
6142,3741,-20.31984,893,36,-0.34,1102,925.RAW,luba,1253_6142-6143.rez
3741,3742,31.84541,489,22,-0.52,1102,925.RAW,luba,1253_6142-6143.rez
3742,6143,33.20426,611,24,0.61,1102,925.RAW,luba,1253_6142-6143.rez
6142,6143,44.74269,1826,97,-0.31,896,0,1998-r1,1254_6142-6143.rez
6143,123U,17.43828,320,14,0.61,1102,925.RAW,luba,1255_6143-6144.rez
123U,6144,48.76265,953,38,-0.92,1002,925.RAW,luba,1255_6143-6144.rez
6143,6144,66.20335,1212,58,1.24,896,0,1998-r1,1256_6143-6144.rez
6144,6145,72.67668,1280,66,1.1,896,0,1998-r1,1257_6144-6147.rez
6145,6146,-76.65746,2179,81,-2.33,896,0,1998-r1,1257_6144-6147.rez
6146,6147,-45.69704,1875,58,-1.79,896,0,1998-r1,1257_6144-6147.rez
6147,6148,-66.77712,2022,73,2.71,896,0,1998-r1,1258_6147-6148.rez
6147,KNSE,8.04509,611,18,-0.32,602,921.RAW,luba,1259_6147-6148.rez
KNSE,6148,-74.74461,1954,52,2.32,602,921.RAW,luba,1259_6147-6148.rez
6148,6149,-54.10739,2098,66,0.08,896,0,1998-r1,1260_6148-6151.rez
6149,6150,-82.94369,1836,83,-1.61,896,0,1998-r1,1260_6148-6151.rez
6150,6151,-90.23567,1435,77,2.22,896,0,1998-r1,1260_6148-6151.rez
6148,6151,-227.35147,5452,162,-1.49,402,921.RAW,luba,1261_6148-6151.rez
6151,6152,-68.41178,1818,77,1.95,896,0,1998-r1,1264_6151-6152.rez
6151,6153,-65.05894,2104,54,2.22,302,921.RAW,luba,1265_6151-6153.rez
6152,6153,3.33925,318,10,0.38,896,0,1998-r1,1266_6152-6153.rez
6209,6222,-4.96755,161,6,-0.4,301,913.RAW,luba,1272_6209-6222.rez
6222,4000b,2.72358,857,20,0.25,301,914.RAW,luba,1279_6222-757U.rez
4000b,757U,3.74649,559,19,-0.72,301,914.RAW,luba,1279_6222-757U.rez
65PU,44681,-13.70774,730,14,0.7,786,2017,1998-r1,1313_65PU-687A1.rez
44681,4469,-5.77772,969,12,0.5,786,2017,1998-r1,1313_65PU-687A1.rez
4469,4826,8.62078,792,13,2.7,786,2017,1998-r1,1313_65PU-687A1.rez
4826,44691,-5.39619,431,8,1.2,786,2017,1998-r1,1313_65PU-687A1.rez
44691,687A,-4.28901,1179,16,0.04,786,2017,1998-r1,1313_65PU-687A1.rez
687A,687A1,0.06,748,10,1,686,2017,1998-r1,1313_65PU-687A1.rez
65PU,6176,-20.32847,1691,44,0.93,201,912.RAW,luba,1314_65PU-687A1.rez
6176,687A1,-0.16873,2954,67,1.36,201,912.RAW,luba,1314_65PU-687A1.rez
756A,4666,-3.86285,1427,25,0.7,1086,2014,1998-r1,1384_756A-760A.rez
4666,757A,3.30077,2058,28,-2.6,1186,2014,1998-r1,1384_756A-760A.rez
757A,757A1,2.73723,715,10,-1.2,1186,2014,1998-r1,1384_756A-760A.rez
757A1,4837,-3.13969,502,7,0.2,1186,2014,1998-r1,1384_756A-760A.rez
4837,758A1,2.6391,849,12,1.2,1186,2014,1998-r1,1384_756A-760A.rez
758A1,759A,3.70092,871,14,1,1186,2014,1998-r1,1384_756A-760A.rez
759A,759A1,-1.51511,1155,17,1.2,1186,2014,1998-r1,1384_756A-760A.rez
759A1,4838,13.77201,1140,16,2.3,1186,2014,1998-r1,1384_756A-760A.rez
4838,48381,2.2161,873,13,-2.5,1186,2014,1998-r1,1384_756A-760A.rez
48381,4117,23.51731,1067,18,-0.7,1186,2014,1998-r1,1384_756A-760A.rez
4117,760A,15.39838,1510,26,0.2,1186,2014,1998-r1,1384_756A-760A.rez
