Point_A,Point_B,Height_Difference,Distance,Num_Across,Difference_Between_BF,Date_Measured,Name_File,Source
3977b,3978b,4.92109,1243,20,-1.31,1000,901.RAW,luba
3978b,4979,17.27931,1242,21,0.01,1000,901.RAW,luba
366A,4977,-33.80313,1321,27,2.6,891,2069,1998-r1
4977,4976,17.62324,2054,32,3.3,891,2069,1998-r1
366A,4978,17.18118,1867,30,1.7,891,2069,1998-r1
4978,4979,17.64727,1850,28,2.8,1291,2073,1998-r1
366U,367U,20.72202,2122,68,-1.53,398,990.RAW,luba
366U,899,0.14028,20,1,0.05,1268,838,1998-r2
899,367U,20.5839,2110,28,-3.27,459,391,1998-r2
367U,280U,23.41283,2195,52,1.73,398,990.RAW,luba
280U,281U,7.87705,1996,53,1.7,398,990.RAW,luba
281U,368U,43.01326,3951,135,-2.24,398,990.RAW,luba
367U,901,21.94633,2080,29,-1.8,1268,839,1998-r2
901,902,7.51711,2020,26,-2.57,1268,839,1998-r2
902,903,31.0035,2090,28,4.88,1268,839,1998-r2
903,368U,13.85134,1990,26,2.9,1268,840,1998-r2
368U,905,12.49542,2080,33,0.18,1268,840,1998-r2
905,3480,6.58744,1780,24,-3.58,1268,840,1998-r2
3480,369U,-4.0525,340,6,0.22,1268,840,1998-r2
369U,907,1.26906,2000,32,-3.62,1268,840,1998-r2
369U,907,1.27126,1998,60,-0.81,397,986.RAW,luba
370U,371U,-106.82156,2709,107,2.19,797,987.RAW,luba
370U,379U,106.90101,1780,60,0.04,1268,841,1998-r2
370U,379U,106.90519,1769,88,1.84,797,987.RAW,luba
370U,473A,-84.55838,1480,50,-1.28,1268,842,1998-r2
473A,371U,-22.25655,760,14,-0.66,1268,842,1998-r2
370U,909,104.25482,1860,50,-4.03,459,393,1998-r2
909,908,71.94654,2040,70,4.73,459,393,1998-r2
908,907,-29.61384,2350,30,-3.48,459,393,1998-r2
3754b,3307b,2.19225,1170,26,1.25,301,915.RAW,luba
3307b,3308b,9.28892,708,16,-0.42,301,915.RAW,luba
3308b,561U,29.17959,1970,40,-2.1,501,915.RAW,luba
3754b,3755b,4.65421,558,10,-0.69,101,910.RAW,luba
3755b,3309b,5.83514,710,12,0.87,101,910.RAW,luba
3309b,561U,30.17348,1691,31,-0.34,101,910.RAW,luba
3754b,3761b,-17.41225,1096,19,0.5,101,910.RAW,luba
3761b,3463b,-5.08458,1293,23,-0.43,201,910.RAW,luba
3463b,3464b,-15.37593,412,8,0.36,301,910.RAW,luba
3464b,3944b,-11.17844,806,14,-1.96,301,910.RAW,luba
3944b,3945b,-2.78751,1104,18,-1.39,301,910.RAW,luba
3945b,3947b,-12.26734,1336,22,-0.78,301,910.RAW,luba
3947b,664U,-1.27766,111,2,-0.42,301,910.RAW,luba
664U,3948b,-2.50919,370,7,-0.23,301,910.RAW,luba
3948b,3467b,-5.0666,992,16,-0.28,301,910.RAW,luba
3467b,3468b,-6.81391,734,12,-0.77,301,910.RAW,luba
3468b,3307,-0.78737,913,15,-0.4,301,910.RAW,luba
3307,3469b,1.52235,1002,17,1.47,301,910.RAW,luba
3469b,3306,-4.17985,341,8,0.01,301,910.RAW,luba
3306,7480b,8.42629,740,14,-1.53,201,910.RAW,luba
7480b,3471b,13.5246,1008,17,-2.18,201,910.RAW,luba
3471b,4969,-10.95626,1242,21,2.43,201,910.RAW,luba
3754b,7474b,-10.42024,2579,60,0.53,301,915.RAW,luba
7474b,7472b,14.89923,1865,42,-1.75,301,915.RAW,luba
7472b,3294b,10.85155,888,20,0.44,301,915.RAW,luba
3294b,7470b,1.04665,729,16,0.14,301,915.RAW,luba
7470b,3336b,-25.80095,1047,29,-0.14,301,915.RAW,luba
3336b,3338b,2.80082,1925,46,0.84,301,915.RAW,luba
3338b,3340b,11.26805,1468,30,1.51,301,915.RAW,luba
3340b,549U,2.03464,423,10,-0.14,401,915.RAW,luba
378U,379U,-49.34778,3873,172,-3.47,797,987.RAW,luba
378U,472A,21.43324,1700,26,-0.69,1268,841,1998-r2
472A,379U,-70.77532,2240,84,0.66,1268,841,1998-r2
378U,907,-9.66476,570,10,0.25,1268,841,1998-r2
378U,907,-9.66076,611,22,-0.53,397,986.RAW,luba
37F,3219b,-8.16833,1096,17,0.59,294,2086,1998-r2
3219b,3220b,-4.05571,900,14,-0.3,294,2086,1998-r2
3220b,3223b,-2.8132,1706,25,-0.4,191,2066,1998-r2
3223b,3224b,-1.15867,637,9,0.1,191,2066,1998-r2
3224b,660U,1.60176,834,12,0.6,191,2066,1998-r2
660U,363A1,-0.16182,1347,19,2.1,1290,2066,1998-r2
363A1,3295,-1.02929,1144,16,3.2,1290,2066,1998-r2
3295,3225b,-16.33745,1482,20,4.5,1290,2066,1998-r2
3225b,659U,-3.86529,1609,24,-0.1,1291,2066,1998-r2
37F,3301,20.69049,2010,30,4.2,391,2068,1998-r1
3301,4969,30.646,2471,41,-0.5,792,2074,1998-r1
37F,7465b,15.11026,1523,24,-1.13,800,901.RAW,luba
7465b,662U,10.1377,871,14,-1.11,800,901.RAW,luba
662U,7479b,10.66793,850,14,-0.4,800,901.RAW,luba
7479b,4969,15.38781,1305,22,-1.59,800,901.RAW,luba
4023,4024,14.54306,3220,42,2.54,677,1158,1998-r2
40261,361A1,-7.43311,2235,43,-0.82,516,UnionFiles.raw,3707
361A1,658U,1.17533,1449,29,-1.67,516,UnionFiles.raw,3707
40261,4026,-7.58963,1340,18,-2.21,677,1160,1998-r2
4026,658U,1.28828,2250,30,-3.63,677,1160,1998-r2
4030,40291,0.53926,1030,13,-0.27,179,1197,1998-r2
40291,4029,-9.92447,1780,23,-2.34,179,1197,1998-r2
4029,42421,-5.95435,1490,19,1.44,1178,1194,1998-r2
42421,4242,-5.04849,1180,15,2.36,1178,1194,1998-r2
4242,4247,2.41804,2030,26,2.97,179,1197,1998-r2
4030,40303,-7.07131,880,12,0.66,779,1215,1998-r2
40303,4031,12.84972,1730,22,0.48,779,1215,1998-r2
4031,40311,18.51315,1320,18,0.23,1079,1226,1998-r2
40311,4367,29.88509,1430,24,-1.92,1079,1226,1998-r2
5088,4716,26.11485,1879,30,0.56,199,996.RAW,luba
4293,4294,-28.64564,1510,34,-2.95,1079,1225,1998-r2
4294,11F,-6.57379,1450,46,-0.36,1079,1225,1998-r2
11F,4522,33.5562,1840,84,-3.73,181,1255,1998-r2
4522,4521,-47.28803,1530,50,-3.26,181,1255,1998-r2
4521,70U,-71.55215,1780,56,-3.18,281,1256,1998-r2
70U,45191,-34.36123,890,26,-2.97,281,1256,1998-r2
45191,4519,-19.30701,1130,30,-3.91,281,1256,1998-r2
4519,71U,64.09041,1600,58,-2.6,281,1257,1998-r2
71U,4518,-67.44327,1260,44,-3.19,281,1257,1998-r2
4518,4517,-70.7269,1500,50,-2.03,281,1257,1998-r2
4517,682A1,-30.69409,1180,36,1.32,281,1257,1998-r2
682A1,682A,-7.68917,900,24,-2.43,281,1283,1998-r2
682A,45161,-43.39564,1180,34,2.6,281,1283,1998-r2
45161,97A,22.778,1120,30,-2.34,281,1283,1998-r2
97A,72U,28.39781,620,20,-2.52,281,1283,1998-r2
72U,45151,23.26479,1150,34,-2.99,281,1283,1998-r2
45151,4515,-26.83189,1200,32,-3.11,281,1283,1998-r2
4515,681A1,-13.85102,1160,34,-2.97,281,1283,1998-r2
681A1,681A,-2.60523,990,28,-3,281,1283,1998-r2
681A,4514,-48.04266,1460,42,-3.62,281,1283,1998-r2
4514,45131,-41.68604,1270,34,-3.04,281,1284,1998-r2
45131,4513,-21.07838,850,22,-2.76,281,1284,1998-r2
4513,45121,-26.34798,860,22,-1.67,281,1284,1998-r2
45121,4512,-35.03034,1220,34,-3.81,281,1284,1998-r2
4512,680A1,-19.12855,680,20,-3.02,281,1284,1998-r2
680A1,221,12.48679,840,25,-2.1,281,1284,1998-r2
221,20U,-25.37336,340,16,-1.09,281,1284,1998-r2
20U,45111,-18.2755,1190,17,-1.79,581,1289,1998-r2
45111,4511,-3.9931,1080,17,1.85,581,1289,1998-r2
4511,45101,-16.95783,1610,21,0.66,581,1289,1998-r2
45101,4510,-9.04429,1130,15,-1.2,581,1289,1998-r2
429A,3411,39.70339,2180,50,1.6,267,781,1998-r2
3411,3410,133.57766,2180,84,1.1,467,780,1998-r2
3410,45F,81.34539,1910,62,-0.07,467,780,1998-r2
45F,3409,-36.29069,1250,24,2.26,467,780,1998-r2
3409,3437,-19.87461,1830,30,-0.96,467,780,1998-r2
3437,428A,-6.25188,820,18,0.94,1166,779,1998-r2
428A,3408,-32.11895,2000,30,-0.52,1166,779,1998-r2
3408,3407,-14.18922,2290,34,-0.3,1166,779,1998-r2
3407,3406,-10.60938,2730,46,3.03,1166,779,1998-r2
3406,17U,-8.10425,2110,32,4.17,1166,778,1998-r2
17U,3405,5.75213,2420,48,1.28,1166,778,1998-r2
3405,3404,-2.4289,3150,61,0.34,1166,778,1998-r2
3404,18U,10.82451,2870,72,3.4,1166,778,1998-r2
18U,426A,-29.96965,2860,68,0.31,867,777,1998-r2
426A,3402,-68.72366,2940,52,1.41,467,777,1998-r2
3402,3401,20.38494,2860,54,0.93,467,777,1998-r2
3401,435A,-47.56874,3030,71,4.89,467,777,1998-r2
429A,3412,-2.83557,1740,42,3.49,267,781,1998-r2
3412,2594W,-48.95156,1830,36,1.47,267,781,1998-r2
2594W,3414,-45.53174,2150,41,-0.87,267,781,1998-r2
3414,2595W,-60.89979,2010,43,2.83,267,782,1998-r2
2595W,2607W,-56.67725,2000,40,1.39,267,782,1998-r2
2607W,2596W,-43.13519,2070,37,2.4,267,782,1998-r2
2596W,12U,-88.66722,1970,58,1.94,267,782,1998-r2
12U,3417,-153.80869,2600,94,2.99,267,783,1998-r2
3417,2597W,-126.63192,1770,76,2.73,267,783,1998-r2
2597W,432A,-99.71153,2250,67,0.46,267,783,1998-r2
432A,3419,-3.79831,3520,46,4.5,267,783,1998-r2
3419,3432,3.54742,3170,40,1.5,267,784,1998-r2
3432,438A,-1.78093,2230,29,-0.71,267,784,1998-r2
438A,3433,2.7796,1240,19,-0.84,267,784,1998-r2
3433,3434,7.73843,3360,42,-4.35,267,784,1998-r2
3434,439A,11.21783,2850,40,-0.53,267,785,1998-r2
439A,130BN,-8.42873,650,10,0.13,267,785,1998-r2
130BN,129BN,2.88913,560,8,0.95,267,785,1998-r2
129BN,128BN,4.06724,1010,14,-0.2,267,785,1998-r2
128BN,995,7.88468,950,14,1.46,267,785,1998-r2
995,577U,55.8851,2670,42,0.11,267,786,1998-r2
577U,993,78.56488,1960,52,1.55,267,786,1998-r2
993,576U,3.87596,40,2,0.13,267,786,1998-r2
429A,5081,-49.4888,2926,57,6.3,1094,0,1998-r2
5081,558U,-64.6113,1848,34,1.9,894,0,1998-r2
558U,559U,-31.47069,1740,27,4.3,894,0,1998-r2
559U,5078,-22.53264,1701,28,4.3,794,0,1998-r2
5078,560U,-26.16541,1587,38,1,794,0,1998-r2
560U,5071,7.17314,708,13,-2.1,694,0,1998-r2
5071,5070,19.27557,1119,20,3.1,694,0,1998-r2
5070,5069,111.18654,2530,56,1.3,1194,0,1998-r2
5069,2599W,20.34874,2111,30,3.3,594,0,1998-r2
2599W,563U,65.58908,2192,36,4.7,594,0,1998-r2
563U,564U,6.32474,2154,35,6.2,594,0,1998-r2
564U,565U,10.01517,1395,21,-1.8,594,0,1998-r2
565U,566U,5.59847,1973,29,3.6,494,0,1998-r2
435A,435A1,-4.03004,630,8,0.79,181,1255,1998-r2
435A,4510,26.33232,2770,34,-2.41,581,1289,1998-r2
435A1,3281b,22.54511,1116,22,-0.73,602,923.RAW,luba
3281b,3282b,25.57047,1481,25,-1.08,702,923.RAW,luba
3282b,7264b,12.94889,1587,26,0.49,602,923.RAW,luba
7264b,669A,32.77716,2532,43,-0.53,602,923.RAW,luba
4367,2856W,-11.3713,796,14,1.3,1093,2080,1998-r1
2856W,32931,-9.06444,1254,20,1.9,1093,2080,1998-r1
32931,4368,21.84462,1806,27,4.8,1193,2080,1998-r1
4368,4369,22.54057,1605,25,3,1193,2080,1998-r1
4369,43691,-0.61471,1514,23,2,1193,2081,1998-r1
43691,4370,10.43528,1486,23,1.8,1193,2086,1998-r1
4367,4957,-37.48054,2158,42,-7.11,690,2060,1998-r1
4957,4956,6.20235,1660,25,-1.08,690,2060,1998-r1
4956,4955,22.08556,2356,33,-3.4,690,2060,1998-r1
4367,4958,-12.43612,2396,37,-3,790,2061,1998-r2
4958,4959,-2.63626,2169,32,0.2,790,2061,1998-r2
4959,4960,-11.39144,1621,26,1.4,991,2073,1998-r2
4960,4961,-13.663,2020,33,-0.8,792,2074,1998-r2
4961,4962,-24.70915,2018,27,-6.3,790,2061,1998-r2
4962,3287,0.18435,35,2,0.1,990,2061,1998-r2
3287,657U,-3.86282,2344,33,3.9,792,2074,1998-r2
657U,4963,2.04809,1751,28,0,990,2067,1998-r2
4963,4964,9.50619,1786,28,-0.4,990,2067,1998-r2
4964,4965,10.24153,1492,20,0,1091,2067,1998-r2
4965,4966,18.33038,2357,38,-2.6,990,2067,1998-r2
4966,658U,23.78626,2233,31,1.9,991,2073,1998-r2
4370,3259b,10.36251,797,14,-0.03,600,901.RAW,luba
3259b,661U,-13.64246,877,15,-1.8,600,901.RAW,luba
4370,661U,-3.27812,1641,25,1.9,1293,2081,1998-r1
4370,7011b,-7.69678,742,13,0.58,600,901.RAW,luba
7011b,7091b,-14.98448,844,14,0.95,600,901.RAW,luba
7091b,656U,-0.85106,837,14,1.45,600,901.RAW,luba
656U,7006b,-2.30412,72,2,-0.11,600,901.RAW,luba
7006b,7005b,-11.13385,1200,20,-0.78,700,901.RAW,luba
7005b,356A,-4.5748,210,4,-0.8,600,901.RAW,luba
356A,7004b,-7.46259,548,10,0.09,600,901.RAW,luba
7004b,7003b,14.09387,1163,20,-0.26,500,901.RAW,luba
7003b,32801,14.86979,530,10,0.07,500,901.RAW,luba
32801,675U,-10.06944,717,12,0.59,500,901.RAW,luba
675U,348A1,1.3437,376,8,-0.57,500,901.RAW,luba
348A1,3419b,-16.63436,1047,18,0.04,800,901.RAW,luba
3419b,7313b,-1.58173,1265,20,-1.45,800,901.RAW,luba
442A,539U,-5.61732,3734,76,0.78,1101,915.RAW,luba
539U,538U,-36.59342,3142,66,-0.76,1101,915.RAW,luba
538U,537U,-9.7058,2673,54,-0.75,1201,915.RAW,luba
442A,540U,66.07906,3420,60,2.97,1166,790,1998-r2
442A,6211,-27.214,1741,36,0.08,1101,915.RAW,luba
6211,569U,5.8514,1645,34,-2,1101,915.RAW,luba
442A,7145b,48.00216,1948,42,-0.14,1101,915.RAW,luba
7145b,540U,18.07392,1753,38,-0.84,1101,915.RAW,luba
442A,980,-21.94337,1000,18,0.83,1166,790,1998-r2
4431,4432,7.41349,2510,34,-2.01,281,1286,1998-r2
4432,611U,-6.72514,2290,30,2.17,281,1286,1998-r2
4431,4435,0.16247,1380,18,2.38,481,1287,1998-r2
4431,4435,0.09124,1426,21,-1.1,1200,910.RAW,luba
4431,608U,1.75573,112,4,-0.24,201,910.RAW,luba
608U,7411b,-10.94184,1369,21,-0.77,201,910.RAW,luba
7411b,7412b,2.78142,1820,30,-1.35,201,910.RAW,luba
7412b,611U,7.08593,1675,27,1.56,101,910.RAW,luba
4435,5095,-19.7738,1774,28,2.12,101,910.RAW,luba
447A,548U,-18.01293,1210,20,-0.2,267,794,1998-r2
447A,7162b,3.74244,643,18,0.83,501,915.RAW,luba
7162b,548U,-21.75598,981,26,-0.27,501,915.RAW,luba
450A,3449,-17.36634,2250,40,1.76,267,808,1998-r2
3449,47F,-21.37953,3240,52,-1.73,267,808,1998-r2
450A,582U,-21.29156,2225,40,0.81,599,998.RAW,luba
582U,47F,-17.45827,3208,56,-0.19,1099,998.RAW,luba
460A,1000,-5.11941,1140,20,2.42,267,797,1998-r2
1000,999,25.96747,1870,28,1.82,267,797,1998-r2
999,464A,40.66244,1600,28,-3.6,267,797,1998-r2
464A,998,-4.8957,560,8,-1.17,267,798,1998-r2
998,997,-27.4193,2050,28,4.87,267,798,1998-r2
460A,3510b,-12.4169,680,14,-0.35,701,915.RAW,luba
3510b,3511b,9.30487,539,12,0.63,801,915.RAW,luba
3511b,3512b,-4.02885,376,8,-0.01,701,915.RAW,luba
3512b,543U,27.81212,1378,28,1.69,701,915.RAW,luba
543U,3515b,36.71697,1515,32,-0.96,701,915.RAW,luba
3515b,3516b,-3.98095,920,18,0.65,801,915.RAW,luba
3516b,542U,-8.5513,989,20,-0.47,801,915.RAW,luba
542U,3518b,-14.90421,899,18,0.41,801,915.RAW,luba
3518b,3519b,-5.03598,608,12,-0.48,801,915.RAW,luba
3519b,3520b,-0.97107,917,20,0.8,801,915.RAW,luba
3520b,7383b,-11.54093,1473,30,-0.37,801,915.RAW,luba
460A,531U,-24.50739,920,18,-0.82,267,797,1998-r2
460A,531U,-24.54467,954,20,-0.01,801,915.RAW,luba
460A,531U,-24.54404,1004,20,1.6,1299,998.RAW,luba
460A,7140b,5.12063,3202,57,-3.81,1299,998.RAW,luba
7140b,533U,66.05837,2811,58,0.01,200,998.RAW,luba
533U,7142b,-119.58621,1501,68,5.31,1199,998.RAW,luba
7142b,534U,-87.44102,1709,50,-2.37,200,998.RAW,luba
534U,535U,-86.00871,4001,84,3.56,1299,998.RAW,luba
535U,536U,-8.38557,943,18,0.94,599,998.RAW,luba
536U,537U,78.50292,3564,80,-0.35,999,998.RAW,luba
4715,2912b,-3.56143,451,10,1.28,1298,996.RAW,luba
2912b,7313b,-17.01136,1317,21,0.59,1298,996.RAW,luba
4715,348A,-21.95509,1705,29,-1.09,590,2059,1998-r1
348A,4955,5.36293,2295,35,-2.68,590,2060,1998-r1
4715,7315b,-16.47999,609,15,0.51,1198,996.RAW,luba
7315b,7314b,-15.68326,1334,22,-0.17,1198,996.RAW,luba
4715,806A,-13.03184,1636,31,2.1,590,2059,1998-r1
806A,3259,-18.62044,708,14,0.77,590,2059,1998-r1
4716,5057,-12.62468,791,14,2.1,393,2077,1998-r1
4716,5057,-12.61571,804,14,-1.18,999,901.RAW,luba
4720,5091,37.0701,1493,26,5.4,495,2085,1998-r1
4720,5091,37.05617,1511,27,0.16,799,901.RAW,luba
4720,5091,37.08602,1589,48,0.96,919,4720-5091.raw,3786-line_3
47F,3448,73.54443,1780,50,0.51,267,796,1998-r2
3448,449A,-9.60538,2000,52,0.07,267,796,1998-r2
449A,635,-1.16271,30,2,-0.22,267,796,1998-r2
635,634,-96.13244,2130,58,0.63,267,795,1998-r2
47F,3507b,47.8307,1640,42,-0.5,701,915.RAW,luba
3507b,3503b,22.39561,433,12,-0.45,701,915.RAW,luba
3503b,3502b,15.89499,755,16,0.39,701,915.RAW,luba
3502b,3506b,-23.36442,1049,22,-0.51,801,915.RAW,luba
3506b,544U,-45.44303,761,27,0.71,701,915.RAW,luba
544U,3499b,-35.76641,769,24,-0.56,701,915.RAW,luba
3499b,3498b,-13.35036,846,18,0.04,601,915.RAW,luba
3498b,3497b,44.57669,1069,30,1.16,601,915.RAW,luba
3497b,3496b,28.20749,816,24,-0.05,601,915.RAW,luba
3496b,545U,-34.5975,767,24,0.81,601,915.RAW,luba
545U,3494b,-38.62108,714,26,-0.38,601,915.RAW,luba
3494b,3493b,-41.75741,1107,24,0.55,601,915.RAW,luba
3493b,3492b,-20.45579,1074,22,-0.09,601,915.RAW,luba
3492b,546U,-6.26839,758,16,-0.32,601,915.RAW,luba
546U,3491b,-10.21082,959,20,0.09,501,915.RAW,luba
3491b,630,-10.26132,1114,24,-0.58,601,915.RAW,luba
47F,3508b,11.83185,1134,24,-0.52,701,915.RAW,luba
3508b,3509b,16.43319,785,16,-0.06,801,915.RAW,luba
3509b,531U,1.69476,279,6,-0.12,701,915.RAW,luba
47F,531U,29.95425,2270,36,-0.41,267,796,1998-r2
47F,531U,29.95935,2295,38,2.03,1299,998.RAW,luba
4969,3472b,8.12734,464,10,-0.75,800,901.RAW,luba
3472b,3972b,-16.60032,979,18,0.7,800,901.RAW,luba
3972b,4970,11.68745,583,10,0.28,800,901.RAW,luba
4969,4970,3.22279,1998,36,1.8,792,2074,1998-r1
4970,3973b,10.21984,510,9,-0.25,800,901.RAW,luba
3973b,663U,-10.40266,1156,20,-2.11,800,901.RAW,luba
4970,663U,-0.15327,1655,30,0.1,792,2074,1998-r1
4976,3974b,-1.16491,99,2,0.21,800,901.RAW,luba
3974b,663U,5.17965,1282,21,2.3,900,901.RAW,luba
4976,663U,4.00019,1398,23,2.6,791,2069,1998-r1
4979,73U,11.5302,2466,36,0.4,891,2073,1998-r1
4979,7410b,1.69485,921,14,-2.16,1100,901.RAW,luba
7410b,73U,9.83267,1534,24,1.19,1000,901.RAW,luba
4980,5094,-20.87603,2332,38,-0.88,899,901.RAW,luba
4980,5095,9.1443,1434,22,2.1,595,2085,1998-r1
4980,5095,9.14669,1422,22,0.01,899,901.RAW,luba
4984,47242,22.00494,696,13,1.5,495,2085,1998-r1
47242,5093,14.96687,1104,16,1,495,2085,1998-r1
4984,5091,6.81686,875,13,1.5,495,2085,1998-r1
4984,5091,6.80108,875,14,-0.34,799,901.RAW,luba
4984,5091,6.83646,934,25,0.38,919,4984-5091.raw,3786-line_3
4984,74U,36.98286,1792,29,1.33,799,901.RAW,luba
74U,5093,-0.01554,28,2,-0.02,799,901.RAW,luba
4984,972U,23.20881,839,23,1.57,919,4984-972U.raw,3786-line_3
972U,5092,19.59592,2142,60,-0.57,919,972U-5092.raw,3786-line_3
49F,3641,-11.80451,2550,32,-2.42,567,807,1998-r2
3641,522A,-4.14965,2710,38,2.77,567,807,1998-r2
49F,6161,-12.32839,2489,44,2.45,399,998.RAW,luba
5048,4781,14.48377,473,10,0.51,1299,901.RAW,luba
4781,7061b,-1.66302,242,4,0.27,899,901.RAW,luba
7061b,668U,7.51514,1089,17,-0.03,1299,901.RAW,luba
668U,5095,0.98542,42,2,-0.11,899,901.RAW,luba
5048,5049,-1.68595,1350,24,3.39,1292,2075,1998-r1
5049,5050,-3.31792,1964,28,0.5,193,2075,1998-r1
5048,7060b,-1.34437,523,10,0.92,1199,901.RAW,luba
7060b,669U,-2.25373,737,14,-1.2,899,901.RAW,luba
669U,3165,1.86673,124,2,0.02,899,901.RAW,luba
3165,7135b,-10.05219,1147,18,0.32,899,901.RAW,luba
7135b,2691W,9.89943,676,11,1.71,899,901.RAW,luba
2691W,5050,-3.1011,152,2,-0.8,899,901.RAW,luba
5048,A1,20.88884,1171,20,0.1,1292,2075,1998-r1
A1,73U,6.53103,782,12,0.01,193,2075,1998-r1
5050,5051,-17.76296,1968,28,0,193,2075,1998-r1
5050,670U,-17.75537,1960,31,1.9,899,901.RAW,luba
670U,5051,0.01994,57,2,-0.13,899,901.RAW,luba
5051,5052,-35.73579,1521,26,2.9,293,2077,1998-r1
5051,5052,-35.74978,1517,27,-0.85,899,901.RAW,luba
5052,5053,-4.39828,1907,28,3.3,293,2077,1998-r1
5052,671U,-4.94863,1903,30,1.62,899,901.RAW,luba
671U,5053,0.57337,43,2,0.02,899,901.RAW,luba
5053,672U,-20.67745,2098,35,1.45,999,901.RAW,luba
672U,7134b,-26.55519,1192,19,3.3,999,901.RAW,luba
7134b,5055,-15.64944,1670,27,0.1,1099,901.RAW,luba
5053,9999A,6.65127,974,16,1.3,293,2076,1998-r1
9999A,5054,-33.31472,1224,25,2.9,293,2076,1998-r1
5054,50541,-23.67815,1473,22,0.5,393,2077,1998-r1
50541,5055,-12.47955,1219,19,2.8,393,2076,1998-r1
5055,5056,-12.14905,1556,24,1.4,393,2076,1998-r1
5055,673U,-12.07831,1552,26,2.97,999,901.RAW,luba
673U,5056,-0.05992,27,2,0.01,999,901.RAW,luba
5056,5057,-6.48264,2285,33,1,393,2076,1998-r1
5056,7133b,-6.07905,1300,22,-1.15,999,901.RAW,luba
7133b,5057,-0.35279,969,16,0.02,999,901.RAW,luba
5092,5093,-5.82625,750,12,2.2,595,2085,1998-r1
5092,5093,-5.81109,751,12,-1.05,799,901.RAW,luba
5094,4320MPI,10.6201,1256,30,0,1019,4320MPI-5094.raw,3786-line_3
